"Pair","Param1","Param2","Param1Value","Param2Value","SSE","Log10SSE"
"delta_max_vs_a","delta_max","a",0.06,2.75,0.224041090372157,-0.649672322356365
"delta_max_vs_a","delta_max","a",0.06,3,0.268688029858268,-0.570751681100508
"delta_max_vs_a","delta_max","a",0.06,3.25,0.315906800961179,-0.500441024338226
"delta_max_vs_a","delta_max","a",0.06,3.5,0.365562558740143,-0.437038291508317
"delta_max_vs_a","delta_max","a",0.06,3.75,0.41750444418185,-0.379338897250124
"delta_max_vs_a","delta_max","a",0.06,4,0.47156689628885,-0.32645668971709
"delta_max_vs_a","delta_max","a",0.065,0.5,0.0170633799119554,-1.76793493965598
"delta_max_vs_a","delta_max","a",0.065,0.75,0.00138790906684043,-2.85763898709666
"delta_max_vs_a","delta_max","a",0.065,1,0.010814449429339,-1.9659955858769
"delta_max_vs_a","delta_max","a",0.065,1.25,0.0334155790394646,-1.4760510088343
"delta_max_vs_a","delta_max","a",0.065,1.5,0.0638638215414978,-1.1947450973104
"delta_max_vs_a","delta_max","a",0.065,1.75,0.0997575122410362,-1.00105438985692
"delta_max_vs_a","delta_max","a",0.065,2,0.140025734325115,-0.853792141119431
"delta_max_vs_a","delta_max","a",0.065,2.25,0.184190276176579,-0.73473330092703
"delta_max_vs_a","delta_max","a",0.065,2.5,0.232015477788053,-0.634483042291306
"delta_max_vs_a","delta_max","a",0.065,2.75,0.283343777201603,-0.547686320896782
"delta_max_vs_a","delta_max","a",0.065,3,0.338022651413463,-0.471054196011524
"delta_max_vs_a","delta_max","a",0.065,3.25,0.395876663049264,-0.402440099176453
"delta_max_vs_a","delta_max","a",0.065,3.5,0.456701216184672,-0.340367831875398
"delta_max_vs_a","delta_max","a",0.065,3.75,0.520266063245216,-0.283774502041731
"delta_max_vs_a","delta_max","a",0.065,4,0.586322494054759,-0.231863443941653
"delta_max_vs_a","delta_max","a",0.07,0.5,0.0118182816221164,-1.92744566527242
"delta_max_vs_a","delta_max","a",0.07,0.75,0.00234163846384106,-2.63048015677826
"delta_max_vs_a","delta_max","a",0.07,1,0.0184246568566552,-1.73460059175379
"delta_max_vs_a","delta_max","a",0.07,1.25,0.0477730047245732,-1.32081744252943
"delta_max_vs_a","delta_max","a",0.07,1.5,0.0852022224726743,-1.06954907665314
"delta_max_vs_a","delta_max","a",0.07,1.75,0.12854382155431,-0.890948792839513
"delta_max_vs_a","delta_max","a",0.07,2,0.176915175231074,-0.752234913068504
"delta_max_vs_a","delta_max","a",0.07,2.25,0.229948164090397,-0.638370053489782
"delta_max_vs_a","delta_max","a",0.07,2.5,0.287442950863593,-0.541448337352262
"delta_max_vs_a","delta_max","a",0.07,2.75,0.34921931693751,-0.456901741463204
"delta_max_vs_a","delta_max","a",0.07,3,0.415061042831263,-0.381888027106622
"delta_max_vs_a","delta_max","a",0.07,3.25,0.484703225044019,-0.314524090625577
"delta_max_vs_a","delta_max","a",0.07,3.5,0.557838065479377,-0.253491853885686
"delta_max_vs_a","delta_max","a",0.07,3.75,0.634127246641329,-0.197823586015436
"delta_max_vs_a","delta_max","a",0.07,4,0.713215304870399,-0.146779345881648
"delta_max_vs_a","delta_max","a",0.075,0.5,0.00782162343590988,-2.10670309654588
"delta_max_vs_a","delta_max","a",0.075,0.75,0.00485015343323833,-2.31424452239676
"delta_max_vs_a","delta_max","a",0.075,1,0.0277794411188488,-1.55627649587132
"delta_max_vs_a","delta_max","a",0.075,1.25,0.0641099396676379,-1.19307463182044
"delta_max_vs_a","delta_max","a",0.075,1.5,0.108898726959297,-0.962977197175207
"delta_max_vs_a","delta_max","a",0.075,1.75,0.160250706006736,-0.79520004846029
"delta_max_vs_a","delta_max","a",0.075,2,0.217469546009208,-0.662601552163049
"delta_max_vs_a","delta_max","a",0.075,2.25,0.28026914169953,-0.552424716465049
"delta_max_vs_a","delta_max","a",0.075,2.5,0.348444105106953,-0.45786687837088
"delta_max_vs_a","delta_max","a",0.075,2.75,0.421745850092563,-0.374949182101653
"delta_max_vs_a","delta_max","a",0.075,3,0.499850099732757,-0.301160216902954
"delta_max_vs_a","delta_max","a",0.075,3.25,0.582362709863807,-0.234806441763128
"delta_max_vs_a","delta_max","a",0.075,3.5,0.66883903673894,-0.174678387265272
"delta_max_vs_a","delta_max","a",0.075,3.75,0.758805632179472,-0.119869454252289
"delta_max_vs_a","delta_max","a",0.075,4,0.851779593684936,-0.0696727686484946
"delta_max_vs_a","delta_max","a",0.08,0.5,0.00496902809879864,-2.30372854740446
"delta_max_vs_a","delta_max","a",0.08,0.75,0.00875465236404323,-2.05776109451203
"delta_max_vs_a","delta_max","a",0.08,1,0.0387030625907705,-1.41225466770341
"delta_max_vs_a","delta_max","a",0.08,1.25,0.0822728386028703,-1.08474351827305
"delta_max_vs_a","delta_max","a",0.08,1.5,0.134850424734588,-0.870147681323827
"delta_max_vs_a","delta_max","a",0.08,1.75,0.194837996908442,-0.710326343974432
"delta_max_vs_a","delta_max","a",0.08,2,0.261706603739842,-0.582185318508041
"delta_max_vs_a","delta_max","a",0.08,2.25,0.335209595160036,-0.474683558462359
"delta_max_vs_a","delta_max","a",0.08,2.5,0.415083958117041,-0.381864050615392
"delta_max_vs_a","delta_max","a",0.08,2.75,0.500960323358635,-0.300196669399737
"delta_max_vs_a","delta_max","a",0.08,3,0.592358884845313,-0.227415093136104
"delta_max_vs_a","delta_max","a",0.08,3.25,0.68871629704331,-0.161959640214563
"delta_max_vs_a","delta_max","a",0.08,3.5,0.789419440099682,-0.102692182951823
"delta_max_vs_a","delta_max","a",0.08,3.75,0.893836216500255,-0.0487420525537492
"delta_max_vs_a","delta_max","a",0.08,4,1.00134010384192,0.000581610081753021
"delta_max_vs_b","delta_max","b",0.01,0.5,0.0681053858304772,-1.16681854236082
"delta_max_vs_b","delta_max","b",0.01,0.75,0.0819016929795206,-1.08670712090058
"delta_max_vs_b","delta_max","b",0.01,1,0.0969090477761946,-1.01363567376618
"delta_max_vs_b","delta_max","b",0.01,1.25,0.112424980530163,-0.949137178971437
"delta_max_vs_b","delta_max","b",0.01,1.5,0.127910457496836,-0.893093947722194
"delta_max_vs_b","delta_max","b",0.01,1.75,0.142974058250087,-0.844742755408236
"delta_max_vs_b","delta_max","b",0.01,2,0.157357389082348,-0.803112858964011
"delta_max_vs_b","delta_max","b",0.01,2.25,0.170909725326958,-0.76723322378798
"delta_max_vs_b","delta_max","b",0.01,2.5,0.183559995953758,-0.7362219605506
"delta_max_vs_b","delta_max","b",0.01,2.75,0.195292149536856,-0.709315214373946
"delta_max_vs_b","delta_max","b",0.01,3,0.206125903879097,-0.685867426926111
"delta_max_vs_b","delta_max","b",0.01,3.25,0.21610270565014,-0.665339795626848
"delta_max_vs_b","delta_max","b",0.01,3.5,0.225275955382554,-0.647285159816066
"delta_max_vs_b","delta_max","b",0.01,3.75,0.2337044506742,-0.631333016812564
"delta_max_vs_b","delta_max","b",0.01,4,0.241448144562245,-0.617176127639798
"delta_max_vs_b","delta_max","b",0.015,0.5,0.0250271322859071,-1.60158891082953
"delta_max_vs_b","delta_max","b",0.015,0.75,0.0351038779949818,-1.45464490351167
"delta_max_vs_b","delta_max","b",0.015,1,0.0490727353356735,-1.30915973358052
"delta_max_vs_b","delta_max","b",0.015,1.25,0.0652769757298848,-1.18523997457049
"delta_max_vs_b","delta_max","b",0.015,1.5,0.0826415619658783,-1.08280148303307
"delta_max_vs_b","delta_max","b",0.015,1.75,0.100379915288927,-0.998353175156922
"delta_max_vs_b","delta_max","b",0.015,2,0.117932201423943,-0.928367594470107
"delta_max_vs_b","delta_max","b",0.015,2.25,0.134925505124685,-0.869905947378349
"delta_max_vs_b","delta_max","b",0.015,2.5,0.151130941472415,-0.820646612199245
"delta_max_vs_b","delta_max","b",0.015,2.75,0.166423972579107,-0.77878411549152
"delta_max_vs_b","delta_max","b",0.015,3,0.180752158393413,-0.742916508015439
"delta_max_vs_b","delta_max","b",0.015,3.25,0.19411085916673,-0.711950168144504
"delta_max_vs_b","delta_max","b",0.015,3.5,0.206525750358706,-0.68502579126433
"delta_max_vs_b","delta_max","b",0.015,3.75,0.218040628045888,-0.661462575697402
"delta_max_vs_b","delta_max","b",0.015,4,0.228709115199323,-0.640716526246423
"delta_max_vs_b","delta_max","b",0.02,0.5,0.00939420314254212,-2.02714005276133
"delta_max_vs_b","delta_max","b",0.02,0.75,0.0103562937386454,-1.98479564003867
"delta_max_vs_b","delta_max","b",0.02,1,0.0198559364340958,-1.70210962617399
"delta_max_vs_b","delta_max","b",0.02,1.25,0.0340148277703876,-1.46833172369091
"delta_max_vs_b","delta_max","b",0.02,1.5,0.0509495975667392,-1.29285924198601
"delta_max_vs_b","delta_max","b",0.02,1.75,0.0693972448518725,-1.15865777117887
"delta_max_vs_b","delta_max","b",0.02,2,0.0884434270897327,-1.0533344373131
"delta_max_vs_b","delta_max","b",0.02,2.25,0.107446985301582,-0.968805765237728
"delta_max_vs_b","delta_max","b",0.02,2.5,0.125981371642982,-0.899693667507535
"delta_max_vs_b","delta_max","b",0.02,2.75,0.143779990920543,-0.842301548149427
"delta_max_vs_b","delta_max","b",0.02,3,0.160690376410023,-0.794010131930948
"delta_max_vs_b","delta_max","b",0.02,3.25,0.176638803817134,-0.752913884946009
"delta_max_vs_b","delta_max","b",0.02,3.5,0.191604272721717,-0.717594810503954
"delta_max_vs_b","delta_max","b",0.02,3.75,0.205599949943469,-0.68697699541255
"delta_max_vs_b","delta_max","b",0.02,4,0.218660215163955,-0.660230228880714
"delta_max_vs_b","delta_max","b",0.025,0.5,0.0164946487768782,-1.78265692752013
"delta_max_vs_b","delta_max","b",0.025,0.75,0.0022918917059933,-2.63980590703652
"delta_max_vs_b","delta_max","b",0.025,1,0.00458402844425679,-2.33875269620091
"delta_max_vs_b","delta_max","b",0.025,1.25,0.014769488005478,-1.83063455954585
"delta_max_vs_b","delta_max","b",0.025,1.5,0.0296440714398415,-1.52806214878904
"delta_max_vs_b","delta_max","b",0.025,1.75,0.0473802273806128,-1.32440285940244
"delta_max_vs_b","delta_max","b",0.025,2,0.066681814123311,-1.17599259341173
"delta_max_vs_b","delta_max","b",0.025,2.25,0.0866166105809325,-1.06239881477379
"delta_max_vs_b","delta_max","b",0.025,2.5,0.106538294049385,-0.972494261661101
"delta_max_vs_b","delta_max","b",0.025,2.75,0.126018129375868,-0.899566971378311
"delta_max_vs_b","delta_max","b",0.025,3,0.144786183674475,-0.839272879024372
"delta_max_vs_b","delta_max","b",0.025,3.25,0.162684830180802,-0.788652941690811
"delta_max_vs_b","delta_max","b",0.025,3.5,0.179633923527583,-0.745611644229863
"delta_max_vs_b","delta_max","b",0.025,3.75,0.195605548381623,-0.708618830543574
"delta_max_vs_b","delta_max","b",0.025,4,0.210606085102682,-0.676529084772861
"delta_max_vs_b","delta_max","b",0.03,0.5,0.0445739923133094,-1.35091846616082
"delta_max_vs_b","delta_max","b",0.03,0.75,0.00751306455269723,-2.12418287966021
"delta_max_vs_b","delta_max","b",0.03,1,2.28512221585481e-05,-4.64109056747512
"delta_max_vs_b","delta_max","b",0.03,1.25,0.00480777393466409,-2.31805596139553
"delta_max_vs_b","delta_max","b",0.03,1.5,0.0164562875128154,-1.78366813355577
"delta_max_vs_b","delta_max","b",0.03,1.75,0.0324399440113533,-1.48891990401641
"delta_max_vs_b","delta_max","b",0.03,2,0.051065334197259,-1.29187382150521
"delta_max_vs_b","delta_max","b",0.03,2.25,0.0711022371567779,-1.14811673443818
"delta_max_vs_b","delta_max","b",0.03,2.5,0.091674848762599,-1.03774979782902
"delta_max_vs_b","delta_max","b",0.03,2.75,0.112181442764916,-0.950078978831652
"delta_max_vs_b","delta_max","b",0.03,3,0.132224154961458,-0.878689199856329
"delta_max_vs_b","delta_max","b",0.03,3.25,0.151552014510175,-0.819438286384199
"delta_max_vs_b","delta_max","b",0.03,3.5,0.170017472207223,-0.769506445131916
"delta_max_vs_b","delta_max","b",0.03,3.75,0.187544412981648,-0.726895869115934
"delta_max_vs_b","delta_max","b",0.03,4,0.204105127734896,-0.690146084362832
"delta_max_vs_b","delta_max","b",0.035,0.5,0.0936726963052752,-1.02838697871678
"delta_max_vs_b","delta_max","b",0.035,0.75,0.02395257779732,-1.62064774058314
"delta_max_vs_b","delta_max","b",0.035,1,0.00388300929033754,-2.41083157037656
"delta_max_vs_b","delta_max","b",0.035,1.25,0.0021243390625277,-2.67277616497627
"delta_max_vs_b","delta_max","b",0.035,1.5,0.00970388681044644,-2.01305427787574
"delta_max_vs_b","delta_max","b",0.035,1.75,0.0231683643596978,-1.63510462545179
"delta_max_vs_b","delta_max","b",0.035,2,0.040410289048652,-1.39350804310386
"delta_max_vs_b","delta_max","b",0.035,2.25,0.0599046048379477,-1.22253979232113
"delta_max_vs_b","delta_max","b",0.035,2.5,0.080545119260105,-1.09396077110603
"delta_max_vs_b","delta_max","b",0.035,2.75,0.101552825717653,-0.993307987803136
"delta_max_vs_b","delta_max","b",0.035,3,0.12239635058898,-0.912231531068694
"delta_max_vs_b","delta_max","b",0.035,3.25,0.142725654233111,-0.845497957575588
"delta_max_vs_b","delta_max","b",0.035,3.5,0.162320407183787,-0.789626876537487
"delta_max_vs_b","delta_max","b",0.035,3.75,0.181051446000646,-0.742198002260426
"delta_max_vs_b","delta_max","b",0.035,4,0.198852688443361,-0.701468533075165
"delta_max_vs_b","delta_max","b",0.04,0.5,0.164720117561954,-0.783253356430764
"delta_max_vs_b","delta_max","b",0.04,0.75,0.0504617716750731,-1.29703750579623
"delta_max_vs_b","delta_max","b",0.04,1,0.0145345538444195,-1.83759829487949
"delta_max_vs_b","delta_max","b",0.04,1.25,0.00521189410570484,-2.28300441678433
"delta_max_vs_b","delta_max","b",0.04,1.5,0.00810245089755712,-2.09138359219759
"delta_max_vs_b","delta_max","b",0.04,1.75,0.0184835511875872,-1.73321458544227
"delta_max_vs_b","delta_max","b",0.04,2,0.0338033929640763,-1.47103970588741
"delta_max_vs_b","delta_max","b",0.04,2.25,0.0522505216524515,-1.28190936933844
"delta_max_vs_b","delta_max","b",0.04,2.5,0.0724935942344509,-1.13970036738127
"delta_max_vs_b","delta_max","b",0.04,2.75,0.0935767779550861,-1.02883191255714
"delta_max_vs_b","delta_max","b",0.04,3,0.114833135626659,-0.939932776194379
"delta_max_vs_b","delta_max","b",0.04,3.25,0.135810493521492,-0.867066672600334
"delta_max_vs_b","delta_max","b",0.04,3.5,0.156212414848832,-0.806284453902474
"delta_max_vs_b","delta_max","b",0.04,3.75,0.175853445971447,-0.754849116959089
"delta_max_vs_b","delta_max","b",0.04,4,0.194626124634077,-0.710798864874883
"delta_max_vs_b","delta_max","b",0.045,0.5,0.258851003315549,-0.58695014733825
"delta_max_vs_b","delta_max","b",0.045,0.75,0.0865154833969709,-1.0629061612969
"delta_max_vs_b","delta_max","b",0.045,1,0.0308260619488182,-1.51108195315664
"delta_max_vs_b","delta_max","b",0.045,1.25,0.0129208241344575,-1.8887097846666
"delta_max_vs_b","delta_max","b",0.045,1.5,0.0106510542575999,-1.97260740296725
"delta_max_vs_b","delta_max","b",0.045,1.75,0.0175356559281388,-1.75607798452195
"delta_max_vs_b","delta_max","b",0.045,2,0.0305241320168083,-1.51535667679078
"delta_max_vs_b","delta_max","b",0.045,2.25,0.0475282028822105,-1.32304860676762
"delta_max_vs_b","delta_max","b",0.045,2.5,0.0670006981931188,-1.17392067162994
"delta_max_vs_b","delta_max","b",0.045,2.75,0.0878128454731569,-1.05644194981081
"delta_max_vs_b","delta_max","b",0.045,3,0.109162671448228,-0.961925844740618
"delta_max_vs_b","delta_max","b",0.045,3.25,0.130494749761669,-0.884406961087419
"delta_max_vs_b","delta_max","b",0.045,3.5,0.151434706298529,-0.819774580406654
"delta_max_vs_b","delta_max","b",0.045,3.75,0.17173872815796,-0.765131757671287
"delta_max_vs_b","delta_max","b",0.045,4,0.191255898634374,-0.718385161639157
"delta_max_vs_b","delta_max","b",0.05,0.5,0.376932961451141,-0.423735883377057
"delta_max_vs_b","delta_max","b",0.05,0.75,0.131989128974502,-0.879461837133607
"delta_max_vs_b","delta_max","b",0.05,1,0.0519606423628088,-1.28432548860558
"delta_max_vs_b","delta_max","b",0.05,1.25,0.0243675729312583,-1.61318772543381
"delta_max_vs_b","delta_max","b",0.05,1.5,0.0165582785928845,-1.78098481468099
"delta_max_vs_b","delta_max","b",0.05,1.75,0.0196461681777078,-1.7067221425687
"delta_max_vs_b","delta_max","b",0.05,2,0.0299945438425013,-1.52295773843368
"delta_max_vs_b","delta_max","b",0.05,2.25,0.0452454527904394,-1.34442506125995
"delta_max_vs_b","delta_max","b",0.05,2.5,0.0636476571192203,-1.19621757816777
"delta_max_vs_b","delta_max","b",0.05,2.75,0.083905780342685,-1.07620811921351
"delta_max_vs_b","delta_max","b",0.05,3,0.105085243320202,-0.978458265842004
"delta_max_vs_b","delta_max","b",0.05,3.25,0.126527694156158,-0.897814406481568
"delta_max_vs_b","delta_max","b",0.05,3.5,0.147780106294659,-0.830384025399616
"delta_max_vs_b","delta_max","b",0.05,3.75,0.16853911419647,-0.773299292962517
"delta_max_vs_b","delta_max","b",0.05,4,0.188608970835538,-0.724437654696686
"delta_max_vs_b","delta_max","b",0.055,0.5,0.519282572423274,-0.28459625246254
"delta_max_vs_b","delta_max","b",0.055,0.75,0.186987923822262,-0.728186440451235
"delta_max_vs_b","delta_max","b",0.055,1,0.077405817240711,-1.1112263997744
"delta_max_vs_b","delta_max","b",0.055,1.25,0.038871565712773,-1.41036796601337
"delta_max_vs_b","delta_max","b",0.055,1.5,0.0251919523687866,-1.59873817350492
"delta_max_vs_b","delta_max","b",0.055,1.75,0.0242666810421761,-1.61498961813179
"delta_max_vs_b","delta_max","b",0.055,2,0.0317450800141993,-1.49832357393909
"delta_max_vs_b","delta_max","b",0.055,2.25,0.0450012061848887,-1.34677584550419
"delta_max_vs_b","delta_max","b",0.055,2.5,0.0620926033630213,-1.2069601310625
"delta_max_vs_b","delta_max","b",0.055,2.75,0.08156531889512,-1.08849446151722
"delta_max_vs_b","delta_max","b",0.055,3,0.102355996765389,-0.989886708098446
"delta_max_vs_b","delta_max","b",0.055,3.25,0.123704768432238,-0.907613559353141
"delta_max_vs_b","delta_max","b",0.055,3.5,0.145080081179952,-0.838392210080884
"delta_max_vs_b","delta_max","b",0.055,3.75,0.166118488646586,-0.77958202877474
"delta_max_vs_b","delta_max","b",0.055,4,0.186578571566049,-0.729138236179063
"delta_max_vs_b","delta_max","b",0.06,0.5,0.685536679481481,-0.163969303426997
"delta_max_vs_b","delta_max","b",0.06,0.75,0.251717537935285,-0.599086524764807
"delta_max_vs_b","delta_max","b",0.06,1,0.106825264352856,-0.971326023791885
"delta_max_vs_b","delta_max","b",0.06,1.25,0.055909847556353,-1.25251169188593
"delta_max_vs_b","delta_max","b",0.06,1.5,0.0360436138249032,-1.44317167203448
"delta_max_vs_b","delta_max","b",0.06,1.75,0.0309497834387251,-1.50934238547087
"delta_max_vs_b","delta_max","b",0.06,2,0.0353904684954402,-1.45111368817803
"delta_max_vs_b","delta_max","b",0.06,2.25,0.0464653712360631,-1.33287058869523
"delta_max_vs_b","delta_max","b",0.06,2.5,0.0620536420104325,-1.2072327240989
"delta_max_vs_b","delta_max","b",0.06,2.75,0.0805518773279516,-1.09392433353565
"delta_max_vs_b","delta_max","b",0.06,3,0.100772789607441,-0.996656719067436
"delta_max_vs_b","delta_max","b",0.06,3.25,0.121857213667804,-0.914148756480153
"delta_max_vs_b","delta_max","b",0.06,3.5,0.143195837353619,-0.844069606613564
"delta_max_vs_b","delta_max","b",0.06,3.75,0.164365117057905,-0.784190346630057
"delta_max_vs_b","delta_max","b",0.06,4,0.185077533937066,-0.732646295884153
"delta_max_vs_b","delta_max","b",0.065,0.5,0.874640796328258,-0.0581702694939839
"delta_max_vs_b","delta_max","b",0.065,0.75,0.326389050475089,-0.486264419152282
"delta_max_vs_b","delta_max","b",0.065,1,0.140025734325115,-0.853792141119431
"delta_max_vs_b","delta_max","b",0.065,1.25,0.0750832882056061,-1.12445671609492
"delta_max_vs_b","delta_max","b",0.065,1.5,0.0487025494754108,-1.31244830379313
"delta_max_vs_b","delta_max","b",0.065,1.75,0.039327849825206,-1.40529979715941
"delta_max_vs_b","delta_max","b",0.065,2,0.0406120970595146,-1.39134458455918
"delta_max_vs_b","delta_max","b",0.065,2.25,0.0493640883898896,-1.30658887872279
"delta_max_vs_b","delta_max","b",0.065,2.5,0.0632964533476493,-1.19862062386412
"delta_max_vs_b","delta_max","b",0.065,2.75,0.0806660866383078,-1.09330901151635
"delta_max_vs_b","delta_max","b",0.065,3,0.100167335670303,-0.999273877779067
"delta_max_vs_b","delta_max","b",0.065,3.25,0.120844564516188,-0.917772879006552
"delta_max_vs_b","delta_max","b",0.065,3.5,0.142011957911197,-0.847675084939502
"delta_max_vs_b","delta_max","b",0.065,3.75,0.163186255881731,-0.787316421844908
"delta_max_vs_b","delta_max","b",0.065,4,0.184033738489007,-0.73510255146643
"delta_max_vs_b","delta_max","b",0.07,0.5,1.08491779643919,0.035396833202684
"delta_max_vs_b","delta_max","b",0.07,0.75,0.411152492146492,-0.385997072978238
"delta_max_vs_b","delta_max","b",0.07,1,0.176915175231074,-0.752234913068504
"delta_max_vs_b","delta_max","b",0.07,1.25,0.0960906783691171,-1.01731874062709
"delta_max_vs_b","delta_max","b",0.07,1.5,0.0628363089913133,-1.20178933336765
"delta_max_vs_b","delta_max","b",0.07,1.75,0.049097177305161,-1.30894347561697
"delta_max_vs_b","delta_max","b",0.07,2,0.0471448196471945,-1.32656602131985
"delta_max_vs_b","delta_max","b",0.07,2.25,0.0534686675953489,-1.27190063810272
"delta_max_vs_b","delta_max","b",0.07,2.5,0.0656249758235364,-1.18293084358152
"delta_max_vs_b","delta_max","b",0.07,2.75,0.081740928351449,-1.08756043420918
"delta_max_vs_b","delta_max","b",0.07,3,0.100398564810952,-0.998272495349753
"delta_max_vs_b","delta_max","b",0.07,3.25,0.120549052391252,-0.918836199163491
"delta_max_vs_b","delta_max","b",0.07,3.5,0.14143170348621,-0.849453227697501
"delta_max_vs_b","delta_max","b",0.07,3.75,0.162504232861839,-0.789135322164509
"delta_max_vs_b","delta_max","b",0.07,4,0.183386876344957,-0.736631746827935
"delta_max_vs_b","delta_max","b",0.075,0.5,1.31418483496527,0.118656451342625
"delta_max_vs_b","delta_max","b",0.075,0.75,0.506053942523165,-0.295803187327166
"delta_max_vs_b","delta_max","b",0.075,1,0.217469546009208,-0.662601552163049
"delta_max_vs_b","delta_max","b",0.075,1.25,0.118708424726561,-0.925518458110102
"delta_max_vs_b","delta_max","b",0.075,1.5,0.0781757484800675,-1.10692795198836
"delta_max_vs_b","delta_max","b",0.075,1.75,0.0600058640134275,-1.22180630654582
"delta_max_vs_b","delta_max","b",0.075,2,0.0547668632854297,-1.26148213211922
"delta_max_vs_b","delta_max","b",0.075,2.25,0.0585871087125817,-1.23219793399717
"delta_max_vs_b","delta_max","b",0.075,2.5,0.0688742540545145,-1.16194309175921
"delta_max_vs_b","delta_max","b",0.075,2.75,0.083635695930091,-1.07760832499243
"delta_max_vs_b","delta_max","b",0.075,3,0.101347532135984,-0.994186822134004
"delta_max_vs_b","delta_max","b",0.075,3.25,0.12087133184821,-0.917676692493254
"delta_max_vs_b","delta_max","b",0.075,3.5,0.141373451113058,-0.84963214016896
"delta_max_vs_b","delta_max","b",0.075,3.75,0.162253513420865,-0.789805890257801
"delta_max_vs_b","delta_max","b",0.075,4,0.183086073393714,-0.737344689441003
"delta_max_vs_b","delta_max","b",0.08,0.5,1.55989281003472,0.193094756296872
"delta_max_vs_b","delta_max","b",0.08,0.75,0.611011618631577,-0.213950531394752
"delta_max_vs_b","delta_max","b",0.08,1,0.261706603739842,-0.582185318508041
"delta_max_vs_b","delta_max","b",0.08,1.25,0.142774357943075,-0.845349784183023
"delta_max_vs_b","delta_max","b",0.08,1.5,0.0945033319898558,-1.02455287890558
"delta_max_vs_b","delta_max","b",0.08,1.75,0.0718443789024621,-1.14360720536052
"delta_max_vs_b","delta_max","b",0.08,2,0.0632919701601276,-1.19865138534371
"delta_max_vs_b","delta_max","b",0.08,2.25,0.0645574880180678,-1.19005337669237
"delta_max_vs_b","delta_max","b",0.08,2.5,0.0729048529537659,-1.13724356165606
"delta_max_vs_b","delta_max","b",0.08,2.75,0.0862312764389044,-1.06433518520553
"delta_max_vs_b","delta_max","b",0.08,3,0.102913444310341,-0.987527886574824
"delta_max_vs_b","delta_max","b",0.08,3.25,0.12172715493284,-0.914612528409447
"delta_max_vs_b","delta_max","b",0.08,3.5,0.141767939284913,-0.848421973426275
"delta_max_vs_b","delta_max","b",0.08,3.75,0.162378453596687,-0.789471598893305
"delta_max_vs_b","delta_max","b",0.08,4,0.183088099398928,-0.73733988362481
"delta_max_vs_p","delta_max","p",0.01,0.1,0.11374012139267,-0.944086312569356
"delta_max_vs_p","delta_max","p",0.01,0.15,0.113511293777187,-0.944960926302558
"delta_max_vs_p","delta_max","p",0.01,0.2,0.111111738397566,-0.954240057602832
"delta_max_vs_p","delta_max","p",0.01,0.25,0.107540140691776,-0.968429399683131
"delta_max_vs_p","delta_max","p",0.01,0.3,0.103696626720348,-0.98423537109955
"delta_max_vs_p","delta_max","p",0.01,0.35,0.100080394490905,-0.999650991435285
"delta_max_vs_p","delta_max","p",0.01,0.4,0.0969090477761946,-1.01363567376618
"delta_max_vs_p","delta_max","p",0.01,0.45,0.0942428154254731,-1.02575174817791
"delta_max_vs_p","delta_max","p",0.01,0.5,0.0920617497053764,-1.03592077525816
"delta_max_vs_p","delta_max","p",0.01,0.55,0.0903104518174858,-1.04426198496904
"delta_max_vs_p","delta_max","p",0.01,0.6,0.0889228750929466,-1.05098650394858
"delta_max_vs_p","delta_max","p",0.01,0.65,0.0878349328105756,-1.05633272658117
"delta_max_vs_p","delta_max","p",0.01,0.7,0.0869899473273966,-1.06053093212265
"delta_max_vs_p","delta_max","p",0.01,0.75,0.0863402117461596,-1.06378689058737
"delta_max_vs_p","delta_max","p",0.01,0.8,0.0858466622649965,-1.06627658562914
"delta_max_vs_p","delta_max","p",0.015,0.1,0.0665268442384293,-1.17700307722045
"delta_max_vs_p","delta_max","p",0.015,0.15,0.0651757724316606,-1.18591381308146
"delta_max_vs_p","delta_max","p",0.015,0.2,0.0620708375725418,-1.20711239428467
"delta_max_vs_p","delta_max","p",0.015,0.25,0.0583266406829431,-1.2341330359971
"delta_max_vs_p","delta_max","p",0.015,0.3,0.0547338620516313,-1.26174390671705
"delta_max_vs_p","delta_max","p",0.015,0.35,0.0516242639914335,-1.2871461270399
"delta_max_vs_p","delta_max","p",0.015,0.4,0.0490727353356735,-1.30915973358052
"delta_max_vs_p","delta_max","p",0.015,0.45,0.0470443075275348,-1.32749291971697
"delta_max_vs_p","delta_max","p",0.015,0.5,0.0454657057262361,-1.34231606333329
"delta_max_vs_p","delta_max","p",0.015,0.55,0.0442569717182252,-1.35401830597719
"delta_max_vs_p","delta_max","p",0.015,0.6,0.0433446245698794,-1.36306475434445
"delta_max_vs_p","delta_max","p",0.015,0.65,0.0426662137537601,-1.3699158951957
"delta_max_vs_p","delta_max","p",0.015,0.7,0.0421708719551263,-1.37498741910881
"delta_max_vs_p","delta_max","p",0.015,0.75,0.0418181584878835,-1.37863509576893
"delta_max_vs_p","delta_max","p",0.015,0.8,0.0415763455709151,-1.38115368643636
"delta_max_vs_p","delta_max","p",0.02,0.1,0.0361117904072021,-1.44235097890377
"delta_max_vs_p","delta_max","p",0.02,0.15,0.0340604532373554,-1.46774957724327
"delta_max_vs_p","delta_max","p",0.02,0.2,0.0306965172203753,-1.51291089611159
"delta_max_vs_p","delta_max","p",0.02,0.25,0.0271545572519163,-1.56615727387364
